date,AAPL,MSFT,AMZN,JNJ,XOM,BRK-B,JPM,GOOGL,GOOG,SPX
2007/4/19,90.27,28.69,44.64,64.94,77.46,3632.8,52.09,471.65,471.6508,1470.73
2007/4/20,90.97,29.02,44.95,65.12,79.76,3628,52.54,482.48,482.4808,1484.35
2007/4/23,93.51,28.78,44.77,64.75,79.2,3636,52.28,479.08,479.0808,1480.9301
2007/4/24,93.24,28.79,44.75,64.49,78.6,3624,52.16,477.53,477.5308,1480.41
2007/4/25,95.348,28.99,56.81,64.68,79.92,3620,52.82,477.99,477.9908,1495.42
2007/4/26,98.84,29.1,62.781,64.24,80.55,3628,52.94,481.18,481.1808,1494.25
2007/4/27,99.92,30.12,62.601,64.17,80.36,3629.5,52.55,479.01,479.0108,1494.0699
2007/4/30,99.8,29.94,61.33,64.22,79.38,3628,52.1,471.38,471.3808,1482.37
2007/5/1,99.47,30.1925,61.185,64.56,79.66,3606,52.26,469,469.0008,1486.3
2007/5/2,100.39,30.61,61.18,64.48,79.82,3618.9,52.55,465.78,465.7808,1495.92
2007/5/3,100.4,30.97,62.19,64.32,80.68,3617.75,52.7,473.23,473.2308,1502.39
2007/5/4,100.81,30.56,63.23,64.48,80.55,3631,52.63,471.12,471.1208,1505.62
2007/5/7,103.92,30.71,60.82,64.26,80.83,3679,52.73,467.27,467.2708,1509.48
2007/5/8,105.06,30.75,61.83,63.7,81.38,3618,52.45,466.81,466.8108,1507.72
2007/5/9,106.88,30.7799,62.85,64.11,81.07,3636.9,53.2,469.25,469.2508,1512.58
2007/5/10,107.34,30.58,60.92,62.5,79.39,3636.88,52,461.47,461.4708,1491.47
2007/5/11,108.74,30.89,61.56,62.27,81.23,3668,52.15,466.74,466.7408,1505.85
2007/5/14,109.36,30.97,61.7,62.61,81.25,3640,51.83,461.78,461.7808,1503.15
2007/5/15,107.52,30.9,60.58,61.82,81.13,3633,52.03,458,458.0008,1501.1899
2007/5/16,107.34,31.07,63.22,63.05,81.45,3630,52.98,472.61,472.6108,1514.14
